density,leniency,index,performance
21,9,2,0.6785714285714286
29,9,0,0.0
29,9,1,0.0
29,9,2,0.75
7,6,0,0.0
7,6,1,0.0
7,6,2,0.6428571428571428
25,7,0,0.0
25,7,1,0.0
25,7,2,0.7142857142857143
14,7,0,0.0
14,7,1,0.0
14,7,2,0.4642857142857143
39,5,0,0.0
39,5,1,0.0
39,5,2,0.7857142857142857
19,8,0,0.0
19,8,1,0.0
19,8,2,0.8214285714285714
27,9,0,0.0
27,9,1,0.0
27,9,2,0.5
26,0,0,0.0
26,0,1,0.0
26,0,2,0.5357142857142857
24,7,0,0.0
24,7,1,0.0
24,7,2,0.75
29,8,0,0.0
29,8,1,0.0
29,8,2,0.7857142857142857
8,9,0,0.0
8,9,1,0.0
8,9,2,0.5357142857142857
8,1,0,0.0
8,1,1,0.0
8,1,2,0.8214285714285714
20,0,0,0.0
20,0,1,0.0
20,0,2,0.8214285714285714
28,9,0,0.0
28,9,1,0.0
28,9,2,0.8214285714285714
7,8,0,0.0
7,8,1,0.0
7,8,2,0.8214285714285714
25,9,0,0.0
25,9,1,0.0
25,9,2,0.8214285714285714
18,7,0,0.0
18,7,1,0.0
18,7,2,0.7142857142857143
38,8,0,0.0
38,8,1,0.0
38,8,2,0.2142857142857143
22,9,0,0.0
22,9,1,0.0
22,9,2,0.7142857142857143
12,9,0,0.0
12,9,1,0.0
12,9,2,0.8214285714285714
38,3,0,0.0
38,3,1,0.0
38,3,2,0.7857142857142857
37,5,0,0.0
37,5,1,0.0
37,5,2,0.8214285714285714
17,7,0,0.0
17,7,1,0.0
17,7,2,0.25
16,7,0,0.0
16,7,1,0.0
16,7,2,0.6785714285714286
13,8,0,0.0
13,8,1,0.0
13,8,2,0.5714285714285714
34,8,0,0.0
34,8,1,0.0
34,8,2,0.8214285714285714
11,7,0,0.0
11,7,1,0.0
11,7,2,0.6785714285714286
39,4,0,0.0
39,4,1,0.0
39,4,2,0.8214285714285714
18,10,0,0.0
18,10,1,0.0
18,10,2,0.5
24,9,0,0.0
24,9,1,0.0
24,9,2,0.25
25,8,0,0.0
25,8,1,0.0
25,8,2,0.4642857142857143
30,5,0,0.0
30,5,1,0.0
30,5,2,0.3928571428571429
38,5,0,0.0
38,5,1,0.0
38,5,2,0.75
23,9,0,0.0
23,9,1,0.0
23,9,2,0.6428571428571428
36,2,0,0.0
36,2,1,0.0
36,2,2,0.6071428571428572
22,8,0,0.0
22,8,1,0.0
22,8,2,0.6785714285714286
32,7,0,0.0
32,7,1,0.0
32,7,2,0.8214285714285714
35,2,0,0.0
35,2,1,0.0
35,2,2,0.8214285714285714
33,8,0,0.0
33,8,1,0.0
33,8,2,0.5
8,5,0,0.0
8,5,1,0.0
8,5,2,0.4285714285714286
27,8,0,0.0
27,8,1,0.0
27,8,2,0.2142857142857143
23,8,0,0.0
23,8,1,0.0
23,8,2,0.75
37,9,0,0.0
37,9,1,0.0
37,9,2,0.7857142857142857
5,4,0,0.0
5,4,1,0.0
5,4,2,0.6071428571428572
8,7,0,0.0
8,7,1,0.0
8,7,2,0.6428571428571428
23,13,0,0.0
23,13,1,0.0
23,13,2,0.8214285714285714
10,8,0,0.0
10,8,1,0.0
10,8,2,0.25
29,7,0,0.0
29,7,1,0.0
29,7,2,0.5
24,0,0,0.0
24,0,1,0.0
24,0,2,0.0
30,7,0,0.0
30,7,1,0.0
30,7,2,0.7142857142857143
19,5,0,0.0
19,5,1,0.0
19,5,2,0.8214285714285714
28,13,0,0.0
28,13,1,0.0
28,13,2,0.7857142857142857
29,11,0,0.0
29,11,1,0.0
29,11,2,0.75
33,11,0,0.0
33,11,1,0.0
33,11,2,0.7142857142857143
22,10,0,0.0
22,10,1,0.0
22,10,2,0.7142857142857143
37,0,0,0.0
37,0,1,0.0
37,0,2,0.6785714285714286
30,11,0,0.0
30,11,1,0.0
30,11,2,0.7142857142857143
34,1,0,0.0
34,1,1,0.0
34,1,2,0.7142857142857143
33,0,0,0.0
33,0,1,0.0
33,0,2,0.8214285714285714
29,1,0,0.0
29,1,1,0.0
29,1,2,0.7142857142857143
29,5,0,0.0
29,5,1,0.0
29,5,2,0.8214285714285714
33,10,0,0.0
33,10,1,0.0
33,10,2,0.7142857142857143
21,8,0,0.0
21,8,1,0.0
21,8,2,0.0
32,4,0,0.0
32,4,1,0.0
32,4,2,0.75
30,10,0,0.0
30,10,1,0.0
30,10,2,0.8214285714285714
32,0,0,0.0
32,0,1,0.0
32,0,2,0.5357142857142857
31,9,0,0.0
31,9,1,0.0
31,9,2,0.75
25,12,0,0.0
25,12,1,0.0
25,12,2,0.8214285714285714
38,9,0,0.0
38,9,1,0.0
38,9,2,0.7857142857142857
27,6,0,0.0
27,6,1,0.0
27,6,2,0.6785714285714286
36,6,0,0.0
36,6,1,0.0
36,6,2,0.7857142857142857
35,5,0,0.0
35,5,1,0.0
35,5,2,0.8214285714285714
40,5,0,0.0
40,5,1,0.0
40,5,2,0.75
36,3,0,0.0
36,3,1,0.0
36,3,2,0.7142857142857143
16,11,0,0.0
16,11,1,0.0
16,11,2,0.8214285714285714
39,6,0,0.0
39,6,1,0.0
39,6,2,0.7857142857142857
35,7,0,0.0
35,7,1,0.0
35,7,2,0.8214285714285714
34,10,0,0.0
34,10,1,0.0
34,10,2,0.8214285714285714
37,1,0,0.0
37,1,1,0.0
37,1,2,0.6071428571428572
27,11,0,0.0
27,11,1,0.0
27,11,2,0.8214285714285714
14,11,0,0.0
14,11,1,0.0
14,11,2,0.5714285714285714
9,8,0,0.0
9,8,1,0.0
9,8,2,0.5714285714285714
26,9,0,0.0
26,9,1,0.0
26,9,2,0.6428571428571428
35,4,0,0.0
35,4,1,0.0
35,4,2,0.6071428571428572
31,10,0,0.0
31,10,1,0.0
31,10,2,0.7857142857142857
37,3,0,0.0
37,3,1,0.0
37,3,2,0.8214285714285714
30,1,0,0.0
30,1,1,0.0
30,1,2,0.5714285714285714
29,10,0,0.0
29,10,1,0.0
29,10,2,0.6071428571428572
18,12,0,0.0
18,12,1,0.0
18,12,2,0.7142857142857143
13,11,0,0.0
13,11,1,0.0
13,11,2,0.8214285714285714
32,12,0,0.0
32,12,1,0.0
32,12,2,0.6428571428571428
33,4,0,0.0
33,4,1,0.0
33,4,2,0.8214285714285714
15,8,0,0.0
15,8,1,0.0
15,8,2,0.8214285714285714
33,7,0,0.0
33,7,1,0.0
33,7,2,0.7142857142857143
8,8,0,0.0
8,8,1,0.0
8,8,2,0.8214285714285714
24,11,0,0.0
24,11,1,0.0
24,11,2,0.5
40,10,0,0.0
40,10,1,0.0
40,10,2,0.7857142857142857
14,8,0,0.0
14,8,1,0.0
14,8,2,0.8214285714285714
13,10,0,0.0
13,10,1,0.0
13,10,2,0.8214285714285714
23,10,0,0.0
23,10,1,0.0
23,10,2,0.8571428571428572
23,12,0,0.0
23,12,1,0.0
23,12,2,0.5
32,10,0,0.0
32,10,1,0.0
32,10,2,0.8214285714285714
31,1,0,0.0
31,1,1,0.0
31,1,2,0.7142857142857143
36,10,0,0.0
36,10,1,0.0
36,10,2,0.7857142857142857
26,11,0,0.0
26,11,1,0.0
26,11,2,0.4642857142857143
36,7,0,0.0
36,7,1,0.0
36,7,2,0.6428571428571428
32,11,0,0.0
32,11,1,0.0
32,11,2,0.7142857142857143
21,14,0,0.0
21,14,1,0.0
21,14,2,0.7142857142857143
36,14,0,0.1428571428571429
